STATE,#,MAKER,JAN,FEB,MAR,APR,MAY,TOTAL,,,,
Haryana(104),17,MOTOVOLT MOBILITY PVT LTD,0,3,2,1,2,8,,,,
Haryana(104),18,OBEN ELECTRIC VEHICLES PVT LTD,4,7,9,6,3,29,,,,
Haryana(104),19,OKINAWA AUTOTECH PVT LTD,0,1,0,1,1,3,,,,
Haryana(104),20,OLA ELECTRIC TECHNOLOGIES PVT LTD,241,91,364,109,549,"1,354",,,,
Haryana(104),21,OPG MOBILITY AND POWER PVT LTD,0,0,0,2,0,2,,,,
Haryana(104),22,QUANTUM ENERGY LTD.,0,0,1,0,0,1,,,,
Haryana(104),23,REVOLT INTELLICORP PVT LTD,14,6,18,25,12,75,,,,
Haryana(104),24,RGM BUSINESS PLUS PVT LTD,0,1,0,0,0,1,,,,
Haryana(104),25,RIVER MOBILITY PVT LTD,2,0,0,0,0,2,,,,
Haryana(104),26,SOKUDO ELECTRIC INDIA PVT LTD,4,17,12,2,0,35,,,,
Haryana(104),27,SUZUKI MOTORCYCLE INDIA PVT LTD,1,4,3,13,4,25,,,,
Haryana(104),28,TVS MOTOR COMPANY LTD,260,214,455,339,351,"1,619",,,,
Haryana(104),29,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,0,1,0,0,0,1,,,,
Haryana(104),30,WARIVO MOTOR INDIA PVT LTD,1,5,1,2,1,10,,,,
Haryana(104),31,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),1,0,0,0,0,1,,,,
Jharkhand(25),1,A-1 SUREJA INDUSTRIES,0,0,1,0,0,1,,,,
Jharkhand(25),2,ATHER ENERGY LTD,106,126,204,126,191,753,,,,
Jharkhand(25),3,BAJAJ AUTO LTD,107,87,107,121,176,598,,,,
Jharkhand(25),4,BMW INDIA PVT LTD,0,0,2,0,0,2,,,,
Jharkhand(25),5,GREAVES ELECTRIC MOBILITY LTD,95,56,121,131,212,615,,,,
Jharkhand(25),6,HERO MOTOCORP LTD,143,127,180,133,173,756,,,,
Jharkhand(25),7,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,0,0,4,5,29,38,,,,
Jharkhand(25),8,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2,2,4,0,4,12,,,,
Jharkhand(25),9,KLB KOMAKI PVT LTD,3,8,12,9,17,49,,,,
Jharkhand(25),10,LECTRIX E VEHICLES PVT LTD,12,17,19,25,26,99,,,,
Jharkhand(25),11,OBEN ELECTRIC VEHICLES PVT LTD,3,1,5,7,4,20,,,,
Jharkhand(25),12,OKINAWA AUTOTECH PVT LTD,3,2,0,1,4,10,,,,
Jharkhand(25),13,OLA ELECTRIC TECHNOLOGIES PVT LTD,120,49,165,204,172,710,,,,
Jharkhand(25),14,OPG MOBILITY AND POWER PVT LTD,5,1,0,3,3,12,,,,
Jharkhand(25),15,PUR ENERGY PVT LTD,0,0,1,5,0,6,,,,
Jharkhand(25),16,QUANTUM ENERGY LTD.,3,2,5,5,19,34,,,,
Jharkhand(25),17,REVOLT INTELLICORP PVT LTD,10,5,11,4,11,41,,,,
Jharkhand(25),18,RGM BUSINESS PLUS PVT LTD,0,0,0,1,0,1,,,,
Jharkhand(25),19,SUZUKI MOTORCYCLE INDIA PVT LTD,0,10,1,3,0,14,,,,
Jharkhand(25),20,TVS MOTOR COMPANY LTD,283,322,587,429,515,"2,136",,,,
Jharkhand(25),21,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,1,7,2,4,0,14,,,,
Jharkhand(25),22,WARIVO MOTOR INDIA PVT LTD,1,0,2,0,0,3,,,,
Jharkhand(25),23,WUXI TENGHUI (IMPORTER: SUSHAMA MOTORS),0,1,0,0,0,1,,,,
Jharkhand(25),24,ZELIO E-MOBILITY LTD,3,0,0,0,0,3,,,,
Jammu and Kashmir(21),1,ATHER ENERGY LTD,47,76,172,125,108,528,,,,
Jammu and Kashmir(21),2,BAJAJ AUTO LTD,43,48,96,78,52,317,,,,
Jammu and Kashmir(21),3,GREAVES ELECTRIC MOBILITY LTD,1,13,3,8,8,33,,,,
Jammu and Kashmir(21),4,HERO MOTOCORP LTD,7,4,23,20,25,79,,,,
Jammu and Kashmir(21),5,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,0,2,0,0,0,2,,,,
Jammu and Kashmir(21),6,LECTRIX E VEHICLES PVT LTD,0,0,4,9,17,30,,,,
Jammu and Kashmir(21),7,OKINAWA AUTOTECH PVT LTD,0,1,1,1,1,4,,,,
Jammu and Kashmir(21),8,OLA ELECTRIC TECHNOLOGIES PVT LTD,58,65,111,103,96,433,,,,
